0,Content,对华情感预测,私人情感预测
" 经济,china stock market,Pinku,t,en,FEW POSITIVE NEWS FLOW for Stock Market  1. Iran - Israel is ready to talks for seasfire.  2. Trump likely to win. 3. FED maybe cut rate. 4. China not that much aggressive for stumulas package.", 经济china stock marketpinkutenfew positive news flow for stock market   iran  israel is ready to talks for seasfire   trump likely to win  fed maybe cut rate  china not that much aggressive for stumulas package,0,1
" 经济,china stock market,SachinKsd1,t,en,China is actually growing ...&amp; comparatively it's stock market is quite undervalued", 经济china stock marketsachinksdtenchina is actually growing amp comparatively its stock market is quite undervalued,0,2
" 经济,china stock market,Abraham Simon,t,en,yet, the stock market of China/HK is 3 times cheaper than EU/US.", 经济china stock marketabraham simontenyet the stock market of chinahk is  times cheaper than euus,2,1
" 经济,china stock market,anything,t,en, $SIGMA holders, we're truly blessed! At this price, we've got a golden window to stock up before it flips China's market cap.", 经济china stock marketanythingten sigma holders were truly blessed at this price weve got a golden window to stock up before it flips chinas market cap,1,1
" 经济,china stock market,Survivalist2008,f,en,$AZI beat down China IPO  worth a look had unusual volume yesterday and nice curl off bottom  Join the community to stay up to date with the latest news and discussions on the stock market!", 经济china stock marketsurvivalistfenazi beat down china ipo  worth a look had unusual volume yesterday and nice curl off bottom  join the community to stay up to date with the latest news and discussions on the stock market,1,1
" 经济,china stock market,Aris,t,en,Invest in the Indian Stock Market , USA  1st , India  2nd , China  3rd - I will start doing some more research and share ideas", 经济china stock marketaristeninvest in the indian stock market  usa  st  india  nd  china  rd  i will start doing some more research and share ideas,0,0
" 经济,china stock market,Sharity,t,en,Stock market today: World shares are mostly higher as #China begins major #economic meeting @AP", 经济china stock marketsharitytenstock market today world shares are mostly higher as china begins major economic meeting ap,2,2
" 经济,china stock market,Nikkei Asia,t,en,China fiscal stimulus faces skepticism in stock market", 经济china stock marketnikkei asiatenchina fiscal stimulus faces skepticism in stock market,0,2
" 经济,china stock market,Bvlgari Farts,f,en,The stock market DOES NOT like indo china friendship! #sensex #stockmarketsindia #stocka #StockMarket #nifty #bear", 经济china stock marketbvlgari fartsfenthe stock market does not like indo china friendship sensex stockmarketsindia stocka stockmarket nifty bear,0,2
" 经济,china stock market,D.Y,f,en,im not buying the stock market of the dollar, im buying from the dollar using china even trade tools and term in even large quantity term", 经济china stock marketdyfenim not buying the stock market of the dollar im buying from the dollar using china even trade tools and term in even large quantity term,1,2
" 经济,china stock market,Mr.Agile ,f,en,India &amp; China Bilateral talks are positive for the stock market #BRICS #India #china", 经济china stock marketmragile fenindia amp china bilateral talks are positive for the stock market brics india china,0,1
" 经济,china stock market,Free Tibet,f,en,#China's cooling stock market raises pressure for next stimulus round - Nikkei Asia", 经济china stock marketfree tibetfenchinas cooling stock market raises pressure for next stimulus round  nikkei asia,1,0
" 经济,china stock market,simonthong aka kitty poo,f,en,China's stock market crashes", 经济china stock marketsimonthong aka kitty poofenchinas stock market crashes,1,0
" 经济,china stock market,simonthong aka kitty poo,f,en,China's stock market is a trap: Don't buy!", 经济china stock marketsimonthong aka kitty poofenchinas stock market is a trap dont buy,0,0
" 经济,china stock market,Raden,t,en,With China getting stimulus and they doing great numbers on the stock market this $dong could do great numbers", 经济china stock marketradentenwith china getting stimulus and they doing great numbers on the stock market this dong could do great numbers,0,1
" 经济,china GDP,New American Consensus,t,en,China has roughly the same homlessness rate as USA despite having ~15% USA's GDP/population.", 经济china gdpnew american consensustenchina has roughly the same homlessness rate as usa despite having  usas gdppopulation,2,2
" 经济,china GDP,ben d,f,en,GDP is a game, in China like here they build a home and if nobody buys them they tear them down and build it again to create a better GDP.", 经济china gdpben dfengdp is a game in china like here they build a home and if nobody buys them they tear them down and build it again to create a better gdp,1,2
" 经济,china GDP,David.R,f,en,China's real GDP (not USD valuation) is at least $30 trillion, bigger than fucking pathetic America's. You don't consume twice the power to turn out a smaller real output.", 经济china gdpdavidrfenchinas real gdp not usd valuation is at least  trillion bigger than fucking pathetic americas you dont consume twice the power to turn out a smaller real output,2,2
" 经济,china GDP,Amb Ma Keqing,f,en,China's contribution to the global GDP growth is remarkable and 59% of the Chinese consumers are confident about the prospects of the country's  economy.", 经济china gdpamb ma keqingfenchinas contribution to the global gdp growth is remarkable and  of the chinese consumers are confident about the prospects of the countrys  economy,2,0
" 经济,china GDP,China Daily Hong Kong,t,en,#China aims to cut the ratio of social logistics costs to GDP to around 13.5 percent by 2027 as the country moves to improve economic efficiency, according to an action plan unveiled Wednesday.", 经济china gdpchina daily hong kongtenchina aims to cut the ratio of social logistics costs to gdp to around  percent by  as the country moves to improve economic efficiency according to an action plan unveiled wednesday,2,2
" 经济,china GDP,electric brain man,t,en,China is cracking down on business so much that its GDP has increased by around 5% (or more) for most of the past ten years.", 经济china gdpelectric brain mantenchina is cracking down on business so much that its gdp has increased by around  or more for most of the past ten years,0,1
" 经济,china GDP,World Economics,t,en,The world has a new economic leader: China. With a 38% larger GDP and a 32% share of global growth, China is reshaping the world order. Learn more about the economic shift in our report: #ChinaVsUSA", 经济china gdpworld economicstenthe world has a new economic leader china with a  larger gdp and a  share of global growth china is reshaping the world order learn more about the economic shift in our report chinavsusa,0,2
" 经济,china GDP,Tim,t,en,So true.  Compare American infrastructure to china or Russia.  Now compare the debt to GDP", 经济china gdptimtenso true  compare american infrastructure to china or russia  now compare the debt to gdp,2,2
" 经济,china GDP,Gordon G. Chang,t,en,#China is “catching up” because it is grossly exaggerating its #GDP. In reality, it is falling behind fast.", 经济china gdpgordon g changtenchina is catching up because it is grossly exaggerating its gdp in reality it is falling behind fast,2,2
" 经济,china GDP,World Economics,t,en,China and India are dominating the global GDP, according to a report that uses PPP data with adjustments for base year and informal economy. #China #India #GDP", 经济china gdpworld economicstenchina and india are dominating the global gdp according to a report that uses ppp data with adjustments for base year and informal economy china india gdp,1,2
" 经济,china GDP,Joan Stikes-Jenkins,t,en,LOL China is part of BRICS whose GDP is already greater than the G7. BRICS countries are no longer trading in the uUS dollar. Time is up for the West", 经济china gdpjoan stikesjenkinstenlol china is part of brics whose gdp is already greater than the g brics countries are no longer trading in the uus dollar time is up for the west,0,2
" 经济,china GDP,Brian Concannon,f,en,China is soon going to surpass the US for the highest GDP. Trump wouldn't be happy about that #QandA", 经济china gdpbrian concannonfenchina is soon going to surpass the us for the highest gdp trump wouldnt be happy about that qanda,1,0
" 经济,china GDP,Omar Fundora,f,en,Despite its economic slowdown, China's real GDP continues to grow faster than that of the United States", 经济china gdpomar fundorafendespite its economic slowdown chinas real gdp continues to grow faster than that of the united states,2,1
" 经济,china GDP,TeeDee,f,en,Not that significant over 77 years if you really think about it. Less than China's 1 year GDP today.", 经济china gdpteedeefennot that significant over  years if you really think about it less than chinas  year gdp today,0,2
" 经济,china GDP,Arms Show Tracker,f,en,China's GDP today is just $18 trillion. It will reach $30 trillion in three years? What in the economic miracle???? ", 经济china gdparms show trackerfenchinas gdp today is just  trillion it will reach  trillion in three years what in the economic miracle ,0,0
" 经济,china GDP,InsideTheSF49ers,t,en,This would drop the U.S. GDP to almost even with China", 经济china gdpinsidethesferstenthis would drop the us gdp to almost even with china,1,1
" 经济,china GDP,Juni,t,en,We need to make it very clear to China that invading Taiwan, which will then allow China to control about 50% of global trade and GDP isn’t acceptable.", 经济china gdpjunitenwe need to make it very clear to china that invading taiwan which will then allow china to control about  of global trade and gdp isnt acceptable,0,2
" 经济,china GDP,Just Xavier,t,en,""""Labour laws in South Africa always favour the employee, if only we were more like China then our GDP would grow"""" Lol", 经济china gdpjust xaviertenlabour laws in south africa always favour the employee if only we were more like china then our gdp would grow lol,2,1
" 经济,china GDP,김동현,f,en,#WWIII Germany's GDP is 3rd If Germany prepares for a currency reform, it may be able to catch up with China.", 经济china gdp김동현fenwwiii germanys gdp is rd if germany prepares for a currency reform it may be able to catch up with china,1,0
" 经济,china GDP,Renard ꑭ,f,en,China war scenario calls for US boost in defence spending to more than 3% of GDP China’s projected military industrial base cannot be matched without increased spending, lawmakers hear", 经济china gdprenard ꑭfenchina war scenario calls for us boost in defence spending to more than  of gdp chinas projected military industrial base cannot be matched without increased spending lawmakers hear,0,2
" 经济,china GDP,Bloomberg TV,t,en,Qualcomm CEO Cristiano Amon says that China is a big market for semiconductor companies """"regardless of GDP growth."""" He speaks to @CarolineHydeTV on """"Bloomberg Technology"""" https://trib.al/3aUKLGX", 经济china gdpbloomberg tvtenqualcomm ceo cristiano amon says that china is a big market for semiconductor companies regardless of gdp growth he speaks to carolinehydetv on bloomberg technology httpstribalauklgx,0,0
" 经济,china GDP,Seth Golden,t,en,U.S. trade deficit with China is literally the lowest in more than a decade.  Pushing on a string here? Fighting a fight that's already been won?  #Macro #economy #GDP #manufacturing #China", 经济china gdpseth goldentenus trade deficit with china is literally the lowest in more than a decade  pushing on a string here fighting a fight thats already been won  macro economy gdp manufacturing china,2,2
" 经济,china GDP,Vishal,f,en,If GDP growth rate of all countries remain same for next 50 years then India can surpass GDP of China after 40 years and USA after 50 years.", 经济china gdpvishalfenif gdp growth rate of all countries remain same for next  years then india can surpass gdp of china after  years and usa after  years,1,0
" 经济,china GDP,ForexLive,t,en,Economists see Trump tariffs to cut China GDP by around 0.5% to 0.9% next year", 经济china gdpforexliveteneconomists see trump tariffs to cut china gdp by around  to  next year,1,1
" 经济,china GDP,GDP Stan &amp; CIA Worshipper,t,en,It will be so epic when lord Donald Trump takes office and just uses the USCG to seize Iranian oil shipments to China just to show the world just how weak and impotent China will forever be", 经济china gdpgdp stan amp cia worshippertenit will be so epic when lord donald trump takes office and just uses the uscg to seize iranian oil shipments to china just to show the world just how weak and impotent china will forever be,1,0
" 经济,china GDP,SmartDelta by Jainam,f,en,Reuters poll-china gdp growth seen at 4.8% In 2024, 4.5% In 2025 (same as oct poll)", 经济china gdpsmartdelta by jainamfenreuters pollchina gdp growth seen at  in   in  same as oct poll,2,1
" 经济,china GDP,First Squawk,t,en,REUTERS POLL-CHINA GDP GROWTH SEEN AT 4.8% IN 2024, 4.5% IN 2025 (SAME AS OCT POLL)", 经济china gdpfirst squawktenreuters pollchina gdp growth seen at  in   in  same as oct poll,2,0
" 经济,china GDP,salazar ayala ada,f,en,Trump Finally Switches Up His Lie That China Pays Tariffs To The U.S. Treasury. Instead, he falsely claimed that tariffs boost America''s GDP.", 经济china gdpsalazar ayala adafentrump finally switches up his lie that china pays tariffs to the us treasury instead he falsely claimed that tariffs boost americas gdp,1,0
" 经济,china GDP,Sasuke's commissar,f,en,R&amp;D investment as a percentage of GDP is bonkers in China and US. 2.41 and 3.47% respectively. Yet vivek says America is in decline. How much more inclined do you want to be bro", 经济china gdpsasukes commissarfenrampd investment as a percentage of gdp is bonkers in china and us  and  respectively yet vivek says america is in decline how much more inclined do you want to be bro,1,1
" 经济,china GDP,Rehman Siddiq,t,en,China's GDP in 2023: $17.96 trillion China exports to US in 2023: $501 billion US exports make up just 2.8% of China's GDP. Who’s really dependent on who? #Economics #China #USExports", 经济china gdprehman siddiqtenchinas gdp in   trillion china exports to us in   billion us exports make up just  of chinas gdp whos really dependent on who economics china usexports,0,1
" 经济,china GDP,Wolfgang Blau,f,en,Giving up on climate means giving up on being a superpower, no matter how big your GDP is.  Bloomberg: “In Counter to Trump, China Opens Up to EU During Climate Talks”", 经济china gdpwolfgang blaufengiving up on climate means giving up on being a superpower no matter how big your gdp is  bloomberg in counter to trump china opens up to eu during climate talks,0,0
" 经济,china GDP,Birds,t,en,Times have changed. The UK no longer is a global power. The UK is 1/8 of China in nominal GDP. China wouldn't care much..", 经济china gdpbirdstentimes have changed the uk no longer is a global power the uk is  of china in nominal gdp china wouldnt care much,2,0
" 经济,china GDP,Sandy.X,t,en,AI will contribute $15.7 trillion to the global economy by 2030.  That’s more than the current GDP of China and India combined. ", 经济china gdpsandyxtenai will contribute  trillion to the global economy by   thats more than the current gdp of china and india combined ,2,0
" 经济,china GDP,kyni,f,en,If our GDP is somehow still leading China in the next 4 yrs, I’ll be surprised", 经济china gdpkynifenif our gdp is somehow still leading china in the next  yrs ill be surprised,1,0
" 经济,china GDP,Jopy25,f,en,I think China has like 350% debt to gdp which seems a little scary", 经济china gdpjopyfeni think china has like  debt to gdp which seems a little scary,1,1
" 经济,china GDP,Olamide,f,en,Great point bro, but Kazakhstan and Chile have higher GDP per capita than China mainly because of smaller populations and resource-driven economies, which inflate their per capita figures.", 经济china gdpolamidefengreat point bro but kazakhstan and chile have higher gdp per capita than china mainly because of smaller populations and resourcedriven economies which inflate their per capita figures,2,2
" 经济,china GDP,NiHao,t,en,1/7 China’s GDP target just tries to enlarge the flaws of the soft budget credit system.  It is no wonder how piles and piles of unsustainable debts have been accumulated.", 经济china gdpnihaoten chinas gdp target just tries to enlarge the flaws of the soft budget credit system  it is no wonder how piles and piles of unsustainable debts have been accumulated,1,1
" 经济,china GDP,Respect Order Manager,t,en,Trump: China is our biggest enemy  Starmer: my economy is so fucked I’m going to have to let China bend me over so I can try and get another 0.1% GDP", 经济china gdprespect order managertentrump china is our biggest enemy  starmer my economy is so fucked im going to have to let china bend me over so i can try and get another  gdp,0,0
" 经济,china GDP,Matt,t,en,Halve energy costs and increase support and watch the UKs GDP beat China to the moon.", 经济china gdpmatttenhalve energy costs and increase support and watch the uks gdp beat china to the moon,1,2
" 经济,china GDP,Kim Chill Sung (김칠성),t,en,TL;DR, China has likely already surpassed us in economic output  the surprise is that China is fudging the data, but by underestimating, not overestimating, its GDP", 经济china gdpkim chill sung 김칠성tentldr china has likely already surpassed us in economic output  the surprise is that china is fudging the data but by underestimating not overestimating its gdp,1,2
" 经济,china GDP,GDP Stan &amp; CIA Worshipper,t,en,90% of U.S. imports are from not China. International trade in a U.S. context is broadly not a China topic!", 经济china gdpgdp stan amp cia worshipperten of us imports are from not china international trade in a us context is broadly not a china topic,1,1
" 经济,china GDP,Black cat,f,en,Thread. I think you're overestimating US services GDP rather than underestimating China's", 经济china gdpblack catfenthread i think youre overestimating us services gdp rather than underestimating chinas,2,1
" 经济,china GDP,Cecilia,f,en,China's manufactured goods trade surplus is the largest relative to the global GDP of any country now", 经济china gdpceciliafenchinas manufactured goods trade surplus is the largest relative to the global gdp of any country now,0,1
" 经济,china GDP,Cogito,t,en,China isn't overtaking US GDP ever", 经济china gdpcogitotenchina isnt overtaking us gdp ever,1,1
" 经济,China trade ,Farmer 文毅,t,en,The CCP’s propaganda mouthpiece agency has admitted that the United States may revoke China’s Permanent Normal Trade Relations (PNTR) status! #MilesGuo #TakeDownTheCCP", 经济china trade farmer 文毅tenthe ccps propaganda mouthpiece agency has admitted that the united states may revoke chinas permanent normal trade relations pntr status milesguo takedowntheccp,1,1
" 经济,China trade ,The Real GOP ,t,en,We're for fair trade. Not trade where China be ds us over. Tariffs are a tool toward fair trade.", 经济china trade the real gop tenwere for fair trade not trade where china be ds us over tariffs are a tool toward fair trade,0,0
" 经济,China trade ,Bevern.eth ,t,en,It’s so funny because it’s like most Americans have forgotten that Trump lost the trade war of China when he was president which caused the American economy and companies tremendously.", 经济china trade beverneth tenits so funny because its like most americans have forgotten that trump lost the trade war of china when he was president which caused the american economy and companies tremendously,1,1
" 经济,China trade ,NIO,f,en,China extends reach into Latin America as crane exports, trade diversification pick up", 经济china trade niofenchina extends reach into latin america as crane exports trade diversification pick up,2,0
" 经济,China trade ,Freshfeed news,f,en,China warns it will act to protect its companies as the U.S. plans new chip export restrictions. Up to 200 Chinese firms could be added to a trade blacklist. Tensions escalate!", 经济china trade freshfeed newsfenchina warns it will act to protect its companies as the us plans new chip export restrictions up to  chinese firms could be added to a trade blacklist tensions escalate,2,0
" 经济,China trade ,Sneha,t,en,China’s dominance in trade is under threat because of Adani’s initiatives. The West doesn’t want competition either. #CongressKeBesties", 经济china trade snehatenchinas dominance in trade is under threat because of adanis initiatives the west doesnt want competition either congresskebesties,0,0
" 经济,China trade ,Reuters,t,en,China's state media praise some US firms amid fears of a new trade war http://reut.rs/4fO4Ta0", 经济china trade reuterstenchinas state media praise some us firms amid fears of a new trade war httpreutrsfota,1,1
" 经济,China trade ,Golover,f,en,No third party should interfere with China's normal trade with #Russia.", 经济china trade goloverfenno third party should interfere with chinas normal trade with russia,0,0
" 经济,China trade ,1 yuan will surpass the value of 1 USD.,f,en,#2025 Can the trade war spread? #USA&amp; #CHINA #TRUMP", 经济china trade  yuan will surpass the value of  usdfen can the trade war spread usaamp china trump,1,0
" 经济,China trade ,Luka Magic,f,en,Bam fucking sucks trade that nigga to China", 经济china trade luka magicfenbam fucking sucks trade that nigga to china,0,2
" 经济,China trade ,Rogan Quinn,f,en,Are trade wars good for Chinese consumer stocks?", 经济china trade rogan quinnfenare trade wars good for chinese consumer stocks,0,0
" 经济,China trade ,mixter.eth,f,en,Let the China Trade 2.0 begin $BABA $HSI Showing signs of bottoming here too, wouldn't surprise me to see the tariffs narrative change a bit in the coming weeks.", 经济china trade mixterethfenlet the china trade  begin baba hsi showing signs of bottoming here too wouldnt surprise me to see the tariffs narrative change a bit in the coming weeks,1,2
" 经济,China trade ,eDairy News.en,f,en,#China may be preparing for a #trade war. Read the News ", 经济china trade edairy newsenfenchina may be preparing for a trade war read the news ,1,1
" 经济,China trade ,Hevel,f,en,Clearly, the U.S. needs China, and China needs the U.S. A trade war only stirs fear but does not significantly impact the actual valuation of companies", 经济china trade hevelfenclearly the us needs china and china needs the us a trade war only stirs fear but does not significantly impact the actual valuation of companies,1,1
" 经济,China trade ,dino007,f,en,Is it probable China would shut down or take over the TESLA factory and many American Enterprises in China if trade war escalates. ?  Is it?", 经济china trade dinofenis it probable china would shut down or take over the tesla factory and many american enterprises in china if trade war escalates   is it,0,1
" 经济,China trade ,gabriel,f,en,Trump vows new Canada, Mexico, China tariffs that threaten global trade", 经济china trade gabrielfentrump vows new canada mexico china tariffs that threaten global trade,1,0
" 经济,China trade ,Sanjay Bhalla,f,en,The U.S. has been patient with China’s unfair trade practices. Now, with tariffs in play, China will face the consequences of its actions on the global stage.", 经济china trade sanjay bhallafenthe us has been patient with chinas unfair trade practices now with tariffs in play china will face the consequences of its actions on the global stage,0,0
" 经济,China trade ,Bloomberg,t,en,China could allow its yuan to depreciate by as much as 10-15% in response to any trade wars unleashed by President-elect Donald Trump, according to JPMorgan", 经济china trade bloombergtenchina could allow its yuan to depreciate by as much as  in response to any trade wars unleashed by presidentelect donald trump according to jpmorgan,2,2
" 经济,China trade ,Scott Barrios,t,en,Well the China trade didn’t last long", 经济china trade scott barriostenwell the china trade didnt last long,1,1
" 经济,China trade ,Omkar Naik,f,en,Adani’s success in ports and logistics disrupts China’s trade dominance, drawing global ire. #CongressKeBesties", 经济china trade omkar naikfenadanis success in ports and logistics disrupts chinas trade dominance drawing global ire congresskebesties,2,2
" 经济,China trade ,Vishakha,t,en,China's influence is under threat as Adani expands India's trade footprint. Is that why the opposition is working overtime against him? #CongressKeBesties", 经济china trade vishakhatenchinas influence is under threat as adani expands indias trade footprint is that why the opposition is working overtime against him congresskebesties,1,2
" 经济,China trade ,Ronald Menich,t,en,My prediction: Mexico and Canada will ramp up their trade with China.", 经济china trade ronald menichtenmy prediction mexico and canada will ramp up their trade with china,0,0
" 经济,China trade ,The Australian,t,en,Opinion: The second China-America trade war has begun. It is set to get very ugly, very fast. Read more: https://bit.ly/4eJFk8U", 经济china trade the australiantenopinion the second chinaamerica trade war has begun it is set to get very ugly very fast read more httpsbitlyejfku,1,0
" 经济,China trade ,Alî Duhokî (ئاکرایی),f,en,About 5 years ago, I made a macroeconomic analysis predicting that Trump’s Trade War would not be limited to China, but would also spread to Canada and Mexico.", 经济china trade alî duhokî ئاکراییfenabout  years ago i made a macroeconomic analysis predicting that trumps trade war would not be limited to china but would also spread to canada and mexico,0,1
" 经济,China trade , Snow  Himbo ☭,f,en,Oh yeah, 45% of all American trade is with Canada, Mexico and China. Brainworms are fully in control.", 经济china trade  snow  himbo fenoh yeah  of all american trade is with canada mexico and china brainworms are fully in control,1,0
" 经济,China trade ,0xBigBoy,f,en,Billions and billions of dollars is being deployed in key regions that are open to trade with China.", 经济china trade xbigboyfenbillions and billions of dollars is being deployed in key regions that are open to trade with china,2,2
" 经济,China trade ,ORF Kolkata,t,en,Higher tariffs under #Trump2.0 could strain an already struggling American middle class, as trade with #China remains tough and alternatives to Chinese imports are still lacking: @jhanvi_t", 经济china trade orf kolkatatenhigher tariffs under trump could strain an already struggling american middle class as trade with china remains tough and alternatives to chinese imports are still lacking jhanvi_t,2,0
" 经济,China trade ,Echo ,t,en,liberals are fake free traders and coward. do free trade with china immediately", 经济china trade echo tenliberals are fake free traders and coward do free trade with china immediately,2,2
" 经济,China trade ,梦婷 Mèngtíng ...,f,en,American industries crippling by the massive trade imbalance with China", 经济china trade 梦婷 mèngtíng fenamerican industries crippling by the massive trade imbalance with china,1,1
" 经济,China trade ,Catherine  Earth Goddess ,f,en,Maybe Canada, Mexico and China should form a trade alliance. Fuck Presidents Mump", 经济china trade catherine  earth goddess fenmaybe canada mexico and china should form a trade alliance fuck presidents mump,2,2
" 经济,China trade ,Vishakha,t,en,The West and China are uncomfortable with Adani’s influence in global trade, and Congress seems to be their ally in this fight. #CongressKeBesties", 经济china trade vishakhatenthe west and china are uncomfortable with adanis influence in global trade and congress seems to be their ally in this fight congresskebesties,2,2
" 经济,China trade ,Bevern.eth ,t,en,It’s so funny because it’s like most Americans have forgotten that Trump lost the trade war of China when he was president which caused the American economy and companies tremendously.", 经济china trade beverneth tenits so funny because its like most americans have forgotten that trump lost the trade war of china when he was president which caused the american economy and companies tremendously,1,1
" 经济,China trade ,BAO澳洲皇冠骑士团,f,en,The CCP’s propaganda mouthpiece agency has admitted that the United States may revoke China’s Permanent Normal Trade Relations (PNTR) status! #MilesGuo #TakeDownTheCCP", 经济china trade bao澳洲皇冠骑士团fenthe ccps propaganda mouthpiece agency has admitted that the united states may revoke chinas permanent normal trade relations pntr status milesguo takedowntheccp,1,1
" 经济,China trade ,WORLD POWERS,f,en,If Trump takes us into another trade war then China will drop its prices and sell to the rest of the world while American manufacturing has to sit on their own products.", 经济china trade world powersfenif trump takes us into another trade war then china will drop its prices and sell to the rest of the world while american manufacturing has to sit on their own products,2,0
" 经济,China trade ,Army Soldier,t,en,Why? Is it because China ran out of Americans to trade for the Chinese spies that we have in jail?  US State Department Downgrades Travel Advisory for China", 经济china trade army soldiertenwhy is it because china ran out of americans to trade for the chinese spies that we have in jail  us state department downgrades travel advisory for china,0,2
" 经济,China trade ,China Says,t,en,Int'l trade follows its own rules. You can't """"make America great again"""" just by slapping on tariffs &amp; putting ideology first, according to http://guancha.cn. #ChinesePerspectives", 经济china trade china saystenintl trade follows its own rules you cant make america great again just by slapping on tariffs amp putting ideology first according to httpguanchacn chineseperspectives,2,1
" 经济,china import,Peter Harry,f,en,We now import steel slab to roll in the UK from India and China....... HOW is that """" green?""""", 经济china importpeter harryfenwe now import steel slab to roll in the uk from india and china how is that  green,1,0
" 经济,china import,fellow introvert,f,en,OMG If we imposes import tax, there wont be any winners. These are our allies! If they do find new trades it could be China moving bases to Mexico. We might even lose geopolitically.", 经济china importfellow introvertfenomg if we imposes import tax there wont be any winners these are our allies if they do find new trades it could be china moving bases to mexico we might even lose geopolitically,2,0
" 经济,china import,Hope,f,en,We must import zero food from China. They have fake knock offs of most foods and tea and all is very unhealthy. Causing disease", 经济china importhopefenwe must import zero food from china they have fake knock offs of most foods and tea and all is very unhealthy causing disease,1,1
" 经济,china import,zilger,t,en,we import a lot from china, even when the yuan drop we drop. still, why there's no malay-language signboard in Guangdong?", 经济china importzilgertenwe import a lot from china even when the yuan drop we drop still why theres no malaylanguage signboard in guangdong,2,2
" 经济,china import,Arithia,t,en,It's time to quit propping up Communist China's economy and to prop up ours. If we import anything, it should come from non-communist countries.", 经济china importarithiatenits time to quit propping up communist chinas economy and to prop up ours if we import anything it should come from noncommunist countries,2,0
" 经济,China trade ,李帅,f,en,Trump, trade and feeding China’s pigs", 经济china trade 李帅fentrump trade and feeding chinas pigs,2,2
" 经济,China export,Himanshu,t,en,ad goes hard, but why do we still export iron ore to china and then buy steel from china?", 经济china exporthimanshutenad goes hard but why do we still export iron ore to china and then buy steel from china,1,2
" 经济,China export,Garrett Toay,t,en,Talk that China's rebates on UCO are being pulled so they can focus on domestic and export SAF instead", 经济china exportgarrett toaytentalk that chinas rebates on uco are being pulled so they can focus on domestic and export saf instead,2,2
" 经济,China export,Itô Girsanov,t,en,I suggest that we export them to china for organ harvesting", 经济china exportitô girsanovteni suggest that we export them to china for organ harvesting,0,0
" 经济,China export,Birender Dhanoa,f,en,The export of these machines to China is prohibited…", 经济china exportbirender dhanoafenthe export of these machines to china is prohibited,2,1
" 经济,China export,果果,t,en,Haidilao Hot Pot in London. Another success story of China's cultural export. This guy has apparently mastered the essence of the Chinese noodle culture! @xuejianosaka", 经济china export果果tenhaidilao hot pot in london another success story of chinas cultural export this guy has apparently mastered the essence of the chinese noodle culture xuejianosaka,2,1
" 经济,China export,Casper (aka Ray),t,en,We should export them to China instead of our coal.  See how they like getting  on their doorstep.  …", 经济china exportcasper aka raytenwe should export them to china instead of our coal  see how they like getting  on their doorstep  ,1,1
" 经济,China export,Don Parvin,t,en,China's Export Restrictions Create Chokehold On US Ammo Market - Tactical Sh*t", 经济china exportdon parvintenchinas export restrictions create chokehold on us ammo market  tactical sht,0,1
" 经济,China export,AMAN Kumar SINHA,t,en,Solar Module prices will increase by 12-18 paise for Indian manufacturers due to cut in export duty rebate by China. #SOLAR #stockmarkets", 经济china exportaman kumar sinhatensolar module prices will increase by  paise for indian manufacturers due to cut in export duty rebate by china solar stockmarkets,0,0
" 经济,China export,Asif Hussain,f,en,China overtook the US as Brazil’s biggest export market in 2009", 经济china exportasif hussainfenchina overtook the us as brazils biggest export market in ,2,2
" 经济,china import,Global Southerner,t,en,These countries are so pathetic they'll even need to import body bags from China to bring their soldiers back home from Ukraine.", 经济china importglobal southernertenthese countries are so pathetic theyll even need to import body bags from china to bring their soldiers back home from ukraine,2,2
" 经济,china import,471TO,t,en,Soon, US will not import anything from China:", 经济china importtotensoon us will not import anything from china,1,2
" 经济,made in china,imani ,f,en,Original babe, not made in China", 经济made in chinaimani fenoriginal babe not made in china,0,0
" 经济,china import,Louis Deaux,t,en,And it's the (NLY authentic Swedish import. Most of everything else sold there is made in China.", 经济china importlouis deauxtenand its the nly authentic swedish import most of everything else sold there is made in china,1,0
" 经济,china import,OM,t,en,More and more #made in india motherboards  good thing cost is also 10-15% less compare to china import.", 经济china importomtenmore and more made in india motherboards  good thing cost is also  less compare to china import,0,0
" 经济,china import,Dynasty Crypto,t,en,The import tariffs will start another trade war. China’s economy is already being boosted by artificial stimulus. Messy times ahead.", 经济china importdynasty cryptotenthe import tariffs will start another trade war chinas economy is already being boosted by artificial stimulus messy times ahead,2,0
" 经济,china import,BernVan,f,en,Hmmm. Why do I get the feeling that these fish will be imported from China and that these fish were actually harvested from the West Philippine Sea? DA to import additional 8,000 MT of fish", 经济china importbernvanfenhmmm why do i get the feeling that these fish will be imported from china and that these fish were actually harvested from the west philippine sea da to import additional  mt of fish,2,0
" 经济,china import,FJ Beef,f,en,China, Singapore and Vietnam's markets for the EU have a combined dairy import value of €16.2 billion per annum.", 经济china importfj beeffenchina singapore and vietnams markets for the eu have a combined dairy import value of  billion per annum,0,0
" 经济,china import,Retse,t,en,Don't let WM lie. I know I worked for a Import Company and I priced product brought by WM. The Tariffs are included in their Mark Ups which means the Factories in China pay for it.", 经济china importretsetendont let wm lie i know i worked for a import company and i priced product brought by wm the tariffs are included in their mark ups which means the factories in china pay for it,2,0
" 经济,china import, Not #ModiKaParivaar ,f,en,Trump's idea of import tariffs might not  work against China.", 经济china import not modikaparivaar fentrumps idea of import tariffs might not  work against china,2,1
